16.02.50.179000 -5.87705183029	4.61557674408	0.507361769676	-0.996549785137	-0.185492232442	-9.97882080078	
16.02.50.195000 -5.85550880432	4.63618755341	0.512935161591	-0.984360396862	-0.181547835469	-9.97031879425	
16.02.50.211000 -5.90592718124	4.59992027283	0.500367343426	-0.97561275959	-0.182251602411	-9.96774291992	
16.02.50.226000 -5.8753027916	4.60942173004	0.469354093075	-0.972340404987	-0.171374902129	-9.98819541931	
16.02.50.248000 -5.89677238464	4.65316200256	0.472622364759	-0.958791255951	-0.162326917052	-9.9748544693	
16.02.50.264000 -5.94743585587	4.56091690063	0.461404561996	-0.953584909439	-0.18912178278	-10.008813858	
16.02.50.279000 -5.87766456604	4.61326503754	0.491978228092	-0.967340409756	-0.174863740802	-9.98468112946	
16.02.50.295000 -5.90016889572	4.55835103989	0.503547549248	-0.977342844009	-0.184532359242	-9.96544075012	
16.02.50.311000 -5.88662433624	4.47463226318	0.484854489565	-0.995976984501	-0.195648029447	-9.99155139923	
16.02.50.326000 -5.84339189529	4.5481877327	0.543413221836	-1.00045454502	-0.187957420945	-9.97196483612	
16.02.50.348000 -5.88418006897	4.62866687775	0.489935606718	-0.980343401432	-0.165767088532	-9.9673871994	
16.02.50.364000 -5.8685259819	4.61247634888	0.443477094173	-0.975739002228	-0.204145744443	-9.96722507477	
16.02.50.380000 -5.87402248383	4.66593456268	0.458800196648	-0.975851297379	-0.174018442631	-9.9725522995	
16.02.50.395000 -5.92022562027	4.65525817871	0.461486458778	-0.968830645084	-0.160197272897	-9.9914522171	
16.02.50.411000 -5.91015768051	4.57048797607	0.469388753176	-0.980105817318	-0.167716532946	-9.98288726807	
16.02.50.426000 -5.86361694336	4.5737285614	0.526675581932	-0.981392741203	-0.159021794796	-9.98902893066	
16.02.50.448000 -5.90706968307	4.57895278931	0.478795319796	-0.985193729401	-0.166773065925	-9.99078559875	
16.02.50.464000 -5.86531591415	4.60435628891	0.520558714867	-1.00242400169	-0.17728190124	-9.98971557617	
16.02.50.479000 -5.87565040588	4.64016103745	0.542830824852	-0.984784960747	-0.187857285142	-9.97073364258	
16.02.50.495000 -5.92294120789	4.59419345856	0.500496029854	-0.989651560783	-0.18336379528	-9.97290420532	
16.02.50.511000 -5.8881726265	4.58435821533	0.517193257809	-0.997040867805	-0.179923832417	-9.97797584534	
16.02.50.526000 -5.85877561569	4.67412376404	0.485225945711	-0.984251916409	-0.176857829094	-9.97027873993	
16.02.50.548000 -5.8910317421	4.65285778046	0.485923051834	-0.970180511475	-0.185762956738	-9.99525928497	
16.02.50.564000 -5.83750581741	4.58590984344	0.528961718082	-0.976312696934	-0.172751024365	-9.98890781403	
16.02.50.580000 -5.90249538422	4.54211139679	0.506029367447	-0.970061182976	-0.155761510134	-9.9761724472	
16.02.50.595000 -5.87351036072	4.50321149826	0.488752782345	-0.971675753593	-0.180794864893	-9.97272396088	
16.02.50.611000 -5.85218715668	4.5661315918	0.479645997286	-0.975693047047	-0.178132638335	-9.97474098206	
16.02.50.627000 -5.95203447342	4.63882875443	0.45206913352	-0.975615918636	-0.178785741329	-9.98125743866	
16.02.50.649000 -5.95561361313	4.5945687294	0.49957960844	-0.988299667835	-0.181912407279	-9.97493553162	
16.02.50.664000 -5.88689899445	4.67319059372	0.514522314072	-0.977470338345	-0.154876872897	-9.9756231308	
16.02.50.680000 -5.88361597061	4.6056394577	0.451619714499	-0.985377430916	-0.181064009666	-9.96388244629	
16.02.50.695000 -5.85253572464	4.55577087402	0.488450616598	-0.987289309502	-0.185568377376	-9.97574043274	
16.02.50.711000 -5.91410160065	4.63346910477	0.496423691511	-0.978354752064	-0.169281110168	-9.96475791931	
16.02.50.727000 -5.93350601196	4.60630893707	0.464784920216	-0.97551882267	-0.184713244438	-9.97198104858	
16.02.50.749000 -5.88259601593	4.58242940903	0.507320046425	-0.997371315956	-0.184520840645	-9.98185443878	
16.02.50.764000 -5.91872549057	4.59791278839	0.469405055046	-0.978168547153	-0.158202603459	-9.97412776947	
16.02.50.780000 -5.88346719742	4.55912971497	0.442486017942	-0.983412802219	-0.187009170651	-9.97227096558	
16.02.50.796000 -5.86935567856	4.6087846756	0.491797983646	-0.985362529755	-0.188535273075	-9.96210861206	
16.02.50.811000 -5.90033388138	4.66138601303	0.515452742577	-0.97756010294	-0.175356984138	-9.97154140472	
16.02.50.827000 -5.88768196106	4.60864114761	0.507705450058	-0.979263186455	-0.184156373143	-9.99070930481	
16.02.50.849000 -5.87510633469	4.56714344025	0.510976195335	-0.997637987137	-0.178288042545	-9.97916793823	
16.02.50.864000 -5.94141387939	4.56190681458	0.495889425278	-0.990630745888	-0.153778359294	-9.96098518372	
16.02.50.880000 -5.90067100525	4.57603740692	0.523812115192	-0.983964979649	-0.171968370676	-9.98402690887	
16.02.50.896000 -5.89631652832	4.66949939728	0.478735655546	-0.964358270168	-0.162809237838	-9.98412036896	
16.02.50.911000 -5.93536901474	4.66427898407	0.455551177263	-0.975694835186	-0.165778920054	-9.98790550232	
16.02.50.927000 -5.94768762589	4.58854722977	0.491534203291	-0.985984027386	-0.186472013593	-9.9783411026	
16.02.50.949000 -5.91016101837	4.56854295731	0.483767390251	-0.991566002369	-0.179486721754	-9.97191905975	
16.02.50.964000 -5.91941690445	4.57720994949	0.478466421366	-0.979363083839	-0.189568296075	-9.97585582733	
16.02.50.980000 -5.94979524612	4.63013076782	0.476402431726	-0.991927683353	-0.191889986396	-9.98053359985	
16.02.50.996000 -5.92912149429	4.71002864838	0.531386494637	-0.985894083977	-0.157922551036	-9.9624671936	
16.02.51.011000 -5.93640089035	4.66112852097	0.49916934967	-0.977933347225	-0.165574491024	-9.98162174225	
16.02.51.027000 -5.88556814194	4.64887189865	0.483598798513	-0.975803017616	-0.178928971291	-9.99464988708	
16.02.51.049000 -5.87560844421	4.67063474655	0.504430055618	-0.971935331821	-0.173828870058	-9.98120880127	
16.02.51.065000 -5.91934537888	4.57587718964	0.477545201778	-0.972260355949	-0.180385604501	-9.97344779968	
16.02.51.080000 -5.86317920685	4.55227327347	0.462712138891	-0.980905652046	-0.169369071722	-9.97717285156	
16.02.51.096000 -5.8999915123	4.6143321991	0.470753490925	-0.985081374645	-0.159321859479	-9.96522521973	
16.02.51.107000 -5.91681289673	4.59111833572	0.468907564878	-0.991686761379	-0.184498876333	-9.97476959229	
16.02.51.119000 -5.9071187973	4.59243822098	0.466132938862	-0.986291050911	-0.189481243491	-9.9805316925	
16.02.51.150000 -5.8679394722	4.60795021057	0.465751945972	-0.974640011787	-0.181799218059	-9.97491264343	
